gene_a,gene_b,gene_a_label,gene_b_label,corr_mrna,corr_protein,corr_cross_ab,corr_cross_ba,n_samples_mrna,n_samples_protein,predicate_group
55055,79980,ZWILCH (human),DSN1 (human),0.5873671680751631,,,,878,0,molecularly interacts with
6726,6208,SRP9 (human),RPS14,0.08323657616848218,,,,878,0,molecularly interacts with
7153,991,TOP2A (human),CDC20 (human),0.6411231813341101,,,,878,0,molecularly interacts with
8341,3232,H2BC15 (human),HOXD3 (human),-0.06701215410398337,,,,878,0,molecularly interacts with
8789,5210,FBP2 (human),PFKFB4 (human),0.0850255561983751,,,,878,0,molecularly interacts with
54939,23412,COMMD4 (human),COMMD3 (human),0.381992361913333,,,,878,0,molecularly interacts with
51393,79054,TRPV2 (human),TRPM8 (human),0.11062918917705963,,,,878,0,molecularly interacts with
57589,85442,RIC1 (human),KNDC1 (human),0.026601177057662375,,,,878,0,molecularly interacts with
93611,4591,FBXO44 (human),TRIM37,-0.06921119291657149,,,,878,0,molecularly interacts with
9934,2919,P2RY14 (human),CXCL1 (human),0.23035301229104255,,,,878,0,molecularly interacts with
8811,5539,GALR2 (human),PPY (human),-0.011607460329411005,,,,878,0,molecularly interacts with
51764,10693,GNG13 (human),CCT6B (human),0.0629636965443636,,,,878,0,molecularly interacts with
283149,90780,BCL9L (human),PYGO2 (human),0.2984647804232717,,,,878,0,molecularly interacts with
3212,5434,HOXB2 (human),POLR2E (human),0.09989718663776458,,,,878,0,molecularly interacts with
22995,80184,CEP152,CEP290,0.3543227767145013,,,,878,0,molecularly interacts with
4792,2475,NFKBIA,MTOR,0.05698603687060178,,-0.05027981720765853,,878,0,molecularly interacts with
288,9527,ANK3,GOSR1 (human),0.32136905684113803,,,,878,0,molecularly interacts with
8875,58530,VNN2 (human),LY6G6D (human),,,,,0,0,molecularly interacts with
8886,26574,DDX18 (human),AATF (human),0.1968471756633838,,,,878,0,molecularly interacts with
595,3015,CCND1 (human),H2AZ1 (human),-0.031191532756390125,,,-0.044903411017761186,878,0,molecularly interacts with
2990,79799,GUSB (human),UGT2A3 (human),0.06359980376688043,,,,878,0,molecularly interacts with
5873,57799,RAB27A (human),RAB40C (human),-0.17753000872458444,,,,878,0,molecularly interacts with
11251,5473,PTGDR2 (human),PPBP (human),-0.0357840304729675,,,,878,0,molecularly interacts with
54578,1385,UGT1A6 (human),CREB1,0.02677556961054088,,0.011095543320835316,,878,0,molecularly interacts with
6317,10383,SERPINB3 (human),TUBB4B (human),0.03484267279094011,,,,878,0,molecularly interacts with
174,22882,AFP (human),ZHX2 (human),0.16587404285097934,,,,878,0,molecularly interacts with
10411,8165,RAPGEF3 (human),AKAP1 (human),-0.009137519818839519,,,,878,0,molecularly interacts with
54806,146057,AHI1 (human),TTBK2 (human),0.5202305921726649,,,,878,0,molecularly interacts with
55723,4173,ASF1B (human),MCM4,0.5961930357374206,,,,878,0,molecularly interacts with
26232,9903,FBXO2 (human),KLHL21 (human),0.3794491519457834,,,,878,0,molecularly interacts with
10371,10154,SEMA3A (human),PLXNC1 (human),0.5244323129334457,,,,878,0,molecularly interacts with
129685,5435,TAF8 (human),POLR2F (human),-0.02445212146467444,,,,878,0,molecularly interacts with
5711,9232,PSMD5 (human),PTTG1 (human),-0.10106433147148972,,,,878,0,molecularly interacts with
7167,56954,TPI1 (human),NIT2 (human),0.3006036396576697,,,,878,0,molecularly interacts with
55658,25793,RNF126 (human),FBXO7,0.024950601324303195,,,,878,0,molecularly interacts with
65008,6129,MRPL1 (human),RPL7 (human),0.33395506959805604,,,,878,0,molecularly interacts with
10576,201294,CCT2 (human),UNC13D (human),-0.07162792301240145,,,,878,0,molecularly interacts with
7058,4060,THBS2,LUM (human),0.8173138661966066,,,,878,0,molecularly interacts with
671,6590,BPI (human),SLPI (human),0.334786129771006,,,,878,0,molecularly interacts with
10434,54947,LYPLA1 (human),LPCAT2 (human),0.17321822767551304,,,,878,0,molecularly interacts with
25793,26268,FBXO7,FBXO9 (human),0.3984211036021013,,,,878,0,molecularly interacts with
10346,163351,TRIM22 (human),GBP6 (human),0.4315535827505572,,,,878,0,molecularly interacts with
9730,136371,DCAF1 (human),ASB10,-0.028622203841484478,,,,878,0,molecularly interacts with
149951,29099,COMMD7 (human),COMMD9 (human),0.30018061653700867,,,,878,0,molecularly interacts with
55571,4616,CNOT11 (human),GADD45B (human),-0.14690644380276488,,,,878,0,molecularly interacts with
6546,488,SLC8A1 (human),ATP2A2,0.36491755077597454,,,,878,0,molecularly interacts with
1445,2321,CSK (human),FLT1 (human),-0.11399445454262408,,,-0.047602189239491166,878,0,molecularly interacts with
151636,26046,DTX3L (human),LTN1 (human),0.4816786096858249,,,,878,0,molecularly interacts with
79760,51808,GEMIN7 (human),PHAX (human),0.2799300991677791,,,,878,0,molecularly interacts with
1879,400569,EBF1 (human),MED11 (human),-0.06347988503332375,,,,878,0,molecularly interacts with
22926,5664,ATF6,PSEN2 (human),0.32014360480846593,,,,878,0,molecularly interacts with
54461,55585,FBXW5 (human),UBE2Q1 (human),0.15577838298385563,,,,878,0,molecularly interacts with
4634,4624,MYL3 (human),MYH6 (human),0.20062900209231208,,,,878,0,molecularly interacts with
3018,8342,H2BC3 (human),H2BC14 (human),0.5166238496771615,,,,878,0,molecularly interacts with
4803,6774,NGF (human),STAT3 (human),0.018640771296365724,,-0.0657089199816549,,878,0,molecularly interacts with
26271,3832,FBXO5 (human),KIF11 (human),0.7533781794385098,,,,878,0,molecularly interacts with
10960,10484,LMAN2 (human),SEC23A,-0.09014134844519923,,,,878,0,molecularly interacts with
899,11146,CCNF (human),GLMN (human),0.28659442847984895,,,,878,0,molecularly interacts with
1906,680,EDN1 (human),BRS3 (human),-0.09088753658806183,,,,878,0,molecularly interacts with
51203,29127,NUSAP1 (human),RACGAP1 (human),0.2014609445584692,,,,878,0,molecularly interacts with
51332,6327,SPTBN5 (human),SCN2B,0.21068099827399694,,,,878,0,molecularly interacts with
79885,26038,HDAC11 (human),CHD5 (human),0.008835516686434876,,,,878,0,molecularly interacts with
202559,10656,KHDRBS2 (human),KHDRBS3 (human),0.04165631877375689,,,,878,0,molecularly interacts with
7314,8313,UBB (human),AXIN2,0.1624378330613224,,,,878,0,molecularly interacts with
991,65264,CDC20 (human),UBE2Z (human),0.007631602701018335,,,,878,0,molecularly interacts with
23016,27042,EXOSC7 (human),DIEXF (human),0.02868268857448445,,,,878,0,molecularly interacts with
123879,80176,DCUN1D3 (human),SPSB1 (human),0.24217811795242966,,,,878,0,molecularly interacts with
2157,6768,F8,ST14 (human),-0.1326315330318879,,,,878,0,molecularly interacts with
112,319100,ADCY6 (human),TAAR6 (human),-0.02851576442669585,,,,878,0,molecularly interacts with
790,443,CAD (human),ASPA (human),-0.05293196696589095,,,,878,0,molecularly interacts with
719,129521,C3AR1 (human),NMS (human),-0.004958610488545163,,,,878,0,molecularly interacts with
1464,79586,CSPG4 (human),CHPF (human),0.3149173873702069,,,,878,0,molecularly interacts with
23304,127544,UBR2 (human),RNF19B (human),0.32218900469912026,,,,878,0,molecularly interacts with
1356,4924,CP,NUCB1 (human),0.0016234568745163332,,,,878,0,molecularly interacts with
6185,6729,RPN2 (human),SRP54 (human),0.47334583419665,,,,878,0,molecularly interacts with
1830,3728,DSG3 (human),JUP,0.04057168344758256,,,,878,0,molecularly interacts with
221914,9956,GPC2 (human),HS3ST2 (human),-0.052802207141262006,,,,878,0,molecularly interacts with
57405,51203,SPC25 (human),NUSAP1 (human),0.20180782424950422,,,,878,0,molecularly interacts with
83548,5861,COG3 (human),RAB1A (human),0.47016923449505876,,,,878,0,molecularly interacts with
10268,2695,RAMP3 (human),GIP (human),-0.019705485117197438,,,,878,0,molecularly interacts with
55970,7434,GNG12 (human),VIPR2 (human),0.2913821994664228,,,,878,0,molecularly interacts with
4987,1269,OPRL1 (human),CNR2 (human),-0.010635709190317246,,,,878,0,molecularly interacts with
91445,7316,RNF185 (human),UBC (human),0.4088057419247636,,,,878,0,molecularly interacts with
9040,55819,UBE2M (human),RNF130 (human),-0.0024483786306533206,,,,878,0,molecularly interacts with
9416,79622,DDX23 (human),SNRNP25 (human),0.35532151519502253,,,,878,0,molecularly interacts with
94103,55004,ORMDL3 (human),LAMTOR1 (human),0.19722146764850818,,,,878,0,molecularly interacts with
8812,5452,CCNK (human),POU2F2 (human),0.0063824435645895225,,,,878,0,molecularly interacts with
10615,7153,SPAG5 (human),TOP2A (human),0.7817221000231632,,,,878,0,molecularly interacts with
2357,51083,FPR1 (human),GAL,0.09653214901328971,,,,878,0,molecularly interacts with
126374,112399,WTIP (human),EGLN3 (human),0.12057104885677623,,,,878,0,molecularly interacts with
2966,6883,GTF2H2 (human),TAF12 (human),,,,,0,0,molecularly interacts with
7507,4436,XPA (human),MSH2 (human),0.0294896758841999,-0.4121783658148109,-0.15180116404869098,-0.13507378506392922,878,860,molecularly interacts with
2947,2940,GSTM3 (human),GSTA3 (human),0.15364661322610382,,,,878,0,molecularly interacts with
8295,7088,TRRAP (human),TLE1 (human),0.21506122153207916,,,,878,0,molecularly interacts with
2785,9630,GNG3 (human),GNA14 (human),0.016550733354056008,,,,878,0,molecularly interacts with
23404,10607,EXOSC2 (human),TBL3 (human),0.22870388340020803,,,,878,0,molecularly interacts with
50,7386,ACO2,UQCRFS1 (human),0.303839594390928,,,,878,0,molecularly interacts with
23433,26084,RHOQ (human),ARHGEF26 (human),0.11658349861654858,,,,878,0,molecularly interacts with
1571,126,CYP2E1 (human),ADH1C,0.11610974625177477,,,,878,0,molecularly interacts with
1823,3728,DSC1 (human),JUP,0.05289501600370006,,,,878,0,molecularly interacts with
84432,186,PROK1 (human),AGTR2 (human),0.08946095250293629,,,,878,0,molecularly interacts with
3354,3351,HTR1E (human),HTR1B (human),0.055515428778242185,,,,878,0,molecularly interacts with
132320,79959,SCLT1 (human),CEP76 (human),0.5216012493986278,,,,878,0,molecularly interacts with
9939,6210,RBM8A (human),RPS15A (human),0.15491719946275986,,,,878,0,molecularly interacts with
7350,9370,UCP1,ADIPOQ (human),0.04334965644732366,,,,878,0,molecularly interacts with
9757,3013,KMT2B,H2AC7 (human),-0.030832281657940445,,,,878,0,molecularly interacts with
3383,3394,ICAM1 (human),IRF8,0.5317758403183368,,,,878,0,molecularly interacts with
51725,91694,FBXO40 (human),LONRF1 (human),-0.0014871032874362242,,,,878,0,molecularly interacts with
783,8913,CACNB2 (human),CACNA1G (human),0.013856158322996595,,,,878,0,molecularly interacts with
117283,3707,IP6K3 (human),ITPKB (human),-0.06115649755718085,,,,878,0,molecularly interacts with
6241,5347,RRM2 (human),PLK1 (human),0.7782337352133676,0.4361672596766447,0.5738767720387654,0.44977276460699733,878,860,molecularly interacts with
917,3725,CD3G (human),JUN (human),0.11829115689147526,,-0.04964574764549876,,878,0,molecularly interacts with
8519,3107,IFITM1 (human),HLA-C (human),0.480677632692395,,,,878,0,molecularly interacts with
91543,8519,RSAD2 (human),IFITM1 (human),0.6334249303298245,,,,878,0,molecularly interacts with
4893,10817,NRAS,FRS3 (human),0.06620229906094495,,,0.129943115267147,878,0,molecularly interacts with
27042,64794,DIEXF (human),DDX31 (human),0.5870081551624693,,,,878,0,molecularly interacts with
401409,5862,RAB19 (human),RAB2A (human),0.18999029108565157,,,,878,0,molecularly interacts with
7874,56655,USP7,POLE4 (human),-0.05830146856267779,,,,878,0,molecularly interacts with
51426,5434,POLK (human),POLR2E (human),-0.08634005718038776,,,,878,0,molecularly interacts with
5439,6426,POLR2J (human),SRSF1 (human),-0.20319871922732247,,-0.012391245545499028,,878,0,molecularly interacts with
286826,898,LIN9 (human),CCNE1 (human),0.46532178992337775,,0.29907901611050136,,878,0,molecularly interacts with
9002,10681,F2RL3 (human),GNB5,0.11078616759634721,,,,878,0,molecularly interacts with
8517,7124,IKBKG (human),TNF (human),0.19206860186521718,,,,878,0,molecularly interacts with
6429,51593,SRSF4 (human),SRRT (human),0.5752822439943329,,,,878,0,molecularly interacts with
57542,92591,KLHL42 (human),ASB16 (human),0.4551307205115301,,,,878,0,molecularly interacts with
23250,170482,ATP11A (human),CLEC4C (human),0.18362631982962652,,,,878,0,molecularly interacts with
5465,79718,PPARA (human),TBL1XR1 (human),0.2727962481990402,,,,878,0,molecularly interacts with
631,1417,BFSP1 (human),CRYBB3 (human),0.04211973006236147,,,,878,0,molecularly interacts with
9021,9039,SOCS3 (human),UBA3 (human),0.08125467235096279,,,,878,0,molecularly interacts with
7474,999,WNT5A (human),CDH1 (human),-0.028084401760878924,,-0.12997041899325718,,878,0,molecularly interacts with
26341,2782,OR5H1 (human),GNB1 (human),0.012564831510682033,,,,878,0,molecularly interacts with
83938,51503,LRMDA (human),CWC15 (human),0.1200323800195604,,,,878,0,molecularly interacts with
6878,79871,TAF6,RPAP2 (human),0.40384120445603033,,,,878,0,molecularly interacts with
55236,197131,UBA6 (human),UBR1 (human),0.6011193217594247,,,,878,0,molecularly interacts with
9666,51191,DZIP3 (human),HERC5 (human),0.06732581822206121,,,,878,0,molecularly interacts with
594857,4889,NPS (human),NPY5R (human),0.006889937137516565,,,,878,0,molecularly interacts with
551,122876,AVP,GPHB5 (human),0.005960208109148477,,,,878,0,molecularly interacts with
6774,3581,STAT3 (human),IL9R (human),0.1729214792588616,,,0.033746618228073434,878,0,molecularly interacts with
27246,140739,RNF115 (human),UBE2F (human),0.12469574823407482,,,,878,0,molecularly interacts with
7423,3815,VEGFB (human),KIT (human),0.027412567040579802,,0.041270949911290614,,878,0,molecularly interacts with
26270,9039,FBXO6 (human),UBA3 (human),0.02177894156409769,,,,878,0,molecularly interacts with
123745,5051,PLA2G4E (human),PAFAH2 (human),-0.11991000231914418,,,,878,0,molecularly interacts with
10111,2139,RAD50 (human),EYA2 (human),-0.05869206826887669,,,-0.00664888451280006,878,0,molecularly interacts with
123688,3658,HYKK (human),IREB2 (human),0.4801844012043829,,,,878,0,molecularly interacts with
2197,6730,FAU (human),SRP68 (human),-0.07274792899640205,,,,878,0,molecularly interacts with
1060,9184,CENPC (human),BUB3 (human),0.47137848730537857,,,,878,0,molecularly interacts with
1938,10594,EEF2 (human),PRPF8,0.35148231298687993,,,0.034563382664978805,878,0,molecularly interacts with
27350,10930,APOBEC3C (human),APOBEC2 (human),0.021589354371833333,,,,878,0,molecularly interacts with
11128,23246,POLR3A (human),BOP1 (human),0.0303352819456097,,,,878,0,molecularly interacts with
57521,8517,RPTOR (human),IKBKG (human),0.4376559334180129,,,,878,0,molecularly interacts with
5071,26046,PRKN,LTN1 (human),0.2901695163508432,,,,878,0,molecularly interacts with
10038,7316,PARP2 (human),UBC (human),0.24412737729935613,,,,878,0,molecularly interacts with
3214,22976,HOXB4 (human),PAXIP1,0.045803096406720575,,,,878,0,molecularly interacts with
7410,29984,VAV2 (human),RHOD (human),0.11532398031915259,,,,878,0,molecularly interacts with
8620,2798,NPFF (human),GNRHR,,,,,878,0,molecularly interacts with
684,1650,BST2 (human),DDOST (human),0.06111219389525788,,,,878,0,molecularly interacts with
127829,23317,ARL8A (human),DNAJC13,0.18727732633004784,,,,878,0,molecularly interacts with
8674,8322,VAMP4 (human),FZD4,0.30275054384871836,,,,878,0,molecularly interacts with
84708,55336,LNX1 (human),FBXL8 (human),0.19604305477395917,,,,878,0,molecularly interacts with
58530,353091,LY6G6D (human),RAET1G (human),,,,,0,0,molecularly interacts with
23234,2237,DNAJC9 (human),FEN1 (human),0.6039771186923972,,,,878,0,molecularly interacts with
163688,340156,CALML6 (human),MYLK4 (human),-0.0482941883281068,,,,878,0,molecularly interacts with
2316,3676,FLNA (human),ITGA4 (human),0.36118807498202615,,,0.04619561040362592,878,0,molecularly interacts with
80263,90933,TRIM45 (human),TRIM41 (human),0.4269998216458861,,,,878,0,molecularly interacts with
51138,7704,COPS4 (human),ZBTB16 (human),0.18006165152411924,,,,878,0,molecularly interacts with
84946,55759,LTV1 (human),WDR12 (human),0.4547832792705103,,,,878,0,molecularly interacts with
26153,6712,KIF26A (human),SPTBN2 (human),0.052244761182836184,,,,878,0,molecularly interacts with
2220,5806,FCN2 (human),PTX3 (human),-0.12077986248568118,,,,878,0,molecularly interacts with
57186,57148,RALGAPA2 (human),RALGAPB (human),0.5036598773989873,,,,878,0,molecularly interacts with
6714,1072,SRC,CFL1 (human),0.30606323049120476,,,0.1046135012497349,878,0,molecularly interacts with
6628,6607,SNRPB (human),SMN1 (human),0.1986521419936253,,,,878,0,molecularly interacts with
2785,10850,GNG3 (human),CCL27 (human),,,,,878,0,molecularly interacts with
3586,2357,IL10 (human),FPR1 (human),0.5827068720408144,,,,878,0,molecularly interacts with
2782,80835,GNB1 (human),TAS1R1 (human),0.10928252003817768,,,,878,0,molecularly interacts with
50836,57007,TAS2R8 (human),ACKR3 (human),-0.055630405816829986,,,,878,0,molecularly interacts with
9146,3081,HGS (human),HGD (human),-0.0314904678130362,,,,878,0,molecularly interacts with
3240,1512,HP,CTSH (human),0.09863865846963274,,,,878,0,molecularly interacts with
2091,6137,FBL (human),RPL13 (human),0.5557768600918729,,,,878,0,molecularly interacts with
7189,7100,TRAF6 (human),TLR5,0.3930204698205765,,,,878,0,molecularly interacts with
26046,26118,LTN1 (human),WSB1 (human),0.46993677749982454,,,,878,0,molecularly interacts with
3739,2197,KCNA4 (human),FAU (human),-0.05883407629889419,,,,878,0,molecularly interacts with
90639,26517,COX19 (human),TIMM13 (human),0.23082232125815505,,,,878,0,molecularly interacts with
29940,7629,DSE (human),ZNF76 (human),-0.043339670092040726,,,,878,0,molecularly interacts with
6360,83756,CCL16 (human),TAS1R3 (human),0.0025861268898559556,,,,878,0,molecularly interacts with
6610,130367,SMPD2 (human),SGPP2 (human),0.04607769601406658,,,0.15564117782520537,878,0,molecularly interacts with
